locus_tag	ftype	length_bp	gene	EC_number	COG	product
NIDNPDGF_01771	gene	510				
NIDNPDGF_01771	CDS	510				hypothetical protein
NIDNPDGF_01772	gene	609				
NIDNPDGF_01772	CDS	609				hypothetical protein
NIDNPDGF_01773	gene	525	ygaP			
NIDNPDGF_01773	CDS	525	ygaP		COG0607	Inner membrane protein YgaP
NIDNPDGF_01774	gene	846				
NIDNPDGF_01774	CDS	846				hypothetical protein
NIDNPDGF_01775	gene	552				
NIDNPDGF_01775	CDS	552				hypothetical protein
NIDNPDGF_01776	gene	558				
NIDNPDGF_01776	CDS	558				hypothetical protein
NIDNPDGF_01777	gene	339				
NIDNPDGF_01777	CDS	339				hypothetical protein
NIDNPDGF_01778	gene	309				
NIDNPDGF_01778	CDS	309				hypothetical protein
NIDNPDGF_01779	gene	234				
NIDNPDGF_01779	CDS	234				hypothetical protein
NIDNPDGF_01780	gene	417				
NIDNPDGF_01780	CDS	417				hypothetical protein
NIDNPDGF_01781	gene	342				
NIDNPDGF_01781	CDS	342				hypothetical protein
NIDNPDGF_01782	gene	312				
NIDNPDGF_01782	CDS	312				hypothetical protein
NIDNPDGF_01783	gene	342				
NIDNPDGF_01783	CDS	342				hypothetical protein
NIDNPDGF_01784	gene	282				
NIDNPDGF_01784	CDS	282				hypothetical protein
NIDNPDGF_01785	gene	1281				
NIDNPDGF_01785	CDS	1281				hypothetical protein
NIDNPDGF_01786	gene	564	cusB			
NIDNPDGF_01786	CDS	564	cusB			Cation efflux system protein CusB
NIDNPDGF_01787	gene	2064				
NIDNPDGF_01787	CDS	2064				hypothetical protein
NIDNPDGF_01788	gene	702	mcsB			
NIDNPDGF_01788	CDS	702	mcsB	2.7.14.1	COG3869	Protein-arginine kinase
NIDNPDGF_01789	gene	1221	atpA			
NIDNPDGF_01789	CDS	1221	atpA	7.1.2.2	COG0056	ATP synthase subunit alpha
NIDNPDGF_01790	gene	897	atpG_3			
NIDNPDGF_01790	CDS	897	atpG_3		COG0224	ATP synthase gamma chain
NIDNPDGF_01791	gene	1425	atpD			
NIDNPDGF_01791	CDS	1425	atpD	7.1.2.2	COG0055	ATP synthase subunit beta
NIDNPDGF_01792	gene	438	atpC			
NIDNPDGF_01792	CDS	438	atpC		COG0355	ATP synthase epsilon chain
NIDNPDGF_01793	gene	1845	rcsC_11			
NIDNPDGF_01793	CDS	1845	rcsC_11	2.7.13.3		Sensor histidine kinase RcsC
NIDNPDGF_01794	gene	1293				
NIDNPDGF_01794	CDS	1293				hypothetical protein
NIDNPDGF_01795	gene	1146	rlmD			
NIDNPDGF_01795	CDS	1146	rlmD	2.1.1.190		23S rRNA (uracil(1939)-C(5))-methyltransferase RlmD
NIDNPDGF_01796	gene	729	carA			
NIDNPDGF_01796	CDS	729	carA	6.3.5.5		Carbamoyl-phosphate synthase small chain
NIDNPDGF_01797	gene	450				
NIDNPDGF_01797	CDS	450		2.3.1.-		L-methionine sulfoximine/L-methionine sulfone acetyltransferase
NIDNPDGF_01798	gene	978				
NIDNPDGF_01798	CDS	978		2.5.-.-		Deoxyhypusine synthase-like protein
NIDNPDGF_01799	gene	819	eutC			
NIDNPDGF_01799	CDS	819	eutC	4.3.1.7	COG4302	Ethanolamine ammonia-lyase light chain
NIDNPDGF_01800	gene	189				
NIDNPDGF_01800	CDS	189				hypothetical protein
NIDNPDGF_01801	gene	120				
NIDNPDGF_01801	CDS	120				hypothetical protein
NIDNPDGF_01802	gene	351				
NIDNPDGF_01802	CDS	351				hypothetical protein
NIDNPDGF_01803	gene	813	anfK			
NIDNPDGF_01803	CDS	813	anfK	1.18.6.1	COG2710	Nitrogenase iron-iron protein beta chain
NIDNPDGF_01804	gene	468				
NIDNPDGF_01804	CDS	468				hypothetical protein
NIDNPDGF_01805	gene	582				
NIDNPDGF_01805	CDS	582				hypothetical protein
NIDNPDGF_01806	gene	390				
NIDNPDGF_01806	CDS	390				hypothetical protein
NIDNPDGF_01807	gene	774				
NIDNPDGF_01807	CDS	774				hypothetical protein
NIDNPDGF_01808	gene	1098	pfkA2			
NIDNPDGF_01808	CDS	1098	pfkA2	2.7.1.11	COG0205	ATP-dependent 6-phosphofructokinase 2
NIDNPDGF_01809	gene	1050				
NIDNPDGF_01809	CDS	1050				hypothetical protein
NIDNPDGF_01810	gene	474				
NIDNPDGF_01810	CDS	474				hypothetical protein
NIDNPDGF_01811	gene	423				
NIDNPDGF_01811	CDS	423				hypothetical protein
NIDNPDGF_01812	gene	2298				
NIDNPDGF_01812	CDS	2298				hypothetical protein
NIDNPDGF_01813	gene	1086	moaA_2			
NIDNPDGF_01813	CDS	1086	moaA_2			GTP 3',8-cyclase
NIDNPDGF_01814	gene	426				
NIDNPDGF_01814	CDS	426				hypothetical protein
NIDNPDGF_01815	gene	309				
NIDNPDGF_01815	CDS	309				hypothetical protein
NIDNPDGF_01816	gene	426	sufE			
NIDNPDGF_01816	CDS	426	sufE		COG2166	Cysteine desulfuration protein SufE
NIDNPDGF_01817	gene	285				
NIDNPDGF_01817	CDS	285				hypothetical protein
NIDNPDGF_01818	gene	519				
NIDNPDGF_01818	CDS	519				hypothetical protein
NIDNPDGF_01819	gene	933	cysT			
NIDNPDGF_01819	CDS	933	cysT		COG0555	Sulfate transport system permease protein CysT
NIDNPDGF_01820	gene	921	cysW			
NIDNPDGF_01820	CDS	921	cysW		COG4208	Sulfate transport system permease protein CysW
NIDNPDGF_01821	gene	756	cysA			
NIDNPDGF_01821	CDS	756	cysA	7.3.2.3	COG1118	Sulfate/thiosulfate import ATP-binding protein CysA
NIDNPDGF_01822	gene	735				
NIDNPDGF_01822	CDS	735				hypothetical protein
NIDNPDGF_01823	gene	234				
NIDNPDGF_01823	CDS	234				hypothetical protein
NIDNPDGF_01824	gene	3543	nifJ			
NIDNPDGF_01824	CDS	3543	nifJ	1.2.7.-	COG0674	Pyruvate-flavodoxin oxidoreductase
NIDNPDGF_01825	gene	1110				
NIDNPDGF_01825	CDS	1110				hypothetical protein
NIDNPDGF_01826	gene	594				
NIDNPDGF_01826	CDS	594				hypothetical protein
NIDNPDGF_01827	gene	1074				
NIDNPDGF_01827	CDS	1074				hypothetical protein
NIDNPDGF_01828	gene	147	sufT			
NIDNPDGF_01828	CDS	147	sufT			Fe-S protein maturation auxiliary factor SufT
NIDNPDGF_01829	gene	990	btuD_3			
NIDNPDGF_01829	CDS	990	btuD_3	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
NIDNPDGF_01830	gene	519	mshD			
NIDNPDGF_01830	CDS	519	mshD	2.3.1.189		Mycothiol acetyltransferase
NIDNPDGF_01831	gene	309				
NIDNPDGF_01831	CDS	309				hypothetical protein
NIDNPDGF_01832	gene	378				
NIDNPDGF_01832	CDS	378				hypothetical protein
NIDNPDGF_01833	gene	1182	arnB_1			
NIDNPDGF_01833	CDS	1182	arnB_1	2.6.1.87	COG0399	UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase
NIDNPDGF_01834	gene	1212	arnB_2			
NIDNPDGF_01834	CDS	1212	arnB_2	2.6.1.87		UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase
NIDNPDGF_01835	gene	534				
NIDNPDGF_01835	CDS	534				hypothetical protein
NIDNPDGF_01836	gene	681				
NIDNPDGF_01836	CDS	681				hypothetical protein
NIDNPDGF_01837	gene	1212				
NIDNPDGF_01837	CDS	1212				hypothetical protein
NIDNPDGF_01838	gene	768	tam			
NIDNPDGF_01838	CDS	768	tam	2.1.1.144	COG4106	Trans-aconitate 2-methyltransferase
NIDNPDGF_01839	gene	1218	sucB_2			
NIDNPDGF_01839	CDS	1218	sucB_2	2.3.1.61	COG0508	Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex
NIDNPDGF_01840	gene	369				
NIDNPDGF_01840	CDS	369				hypothetical protein
NIDNPDGF_01841	gene	519				
NIDNPDGF_01841	CDS	519				hypothetical protein
NIDNPDGF_01842	gene	429	sfrB			
NIDNPDGF_01842	CDS	429	sfrB	1.-.-.-	COG0493	NADPH-Fe(3+) oxidoreductase subunit beta
NIDNPDGF_01843	gene	1230				
NIDNPDGF_01843	CDS	1230				hypothetical protein
NIDNPDGF_01844	gene	213				
NIDNPDGF_01844	CDS	213				hypothetical protein
NIDNPDGF_01845	gene	501				
NIDNPDGF_01845	CDS	501				hypothetical protein
NIDNPDGF_01846	gene	1407				
NIDNPDGF_01846	CDS	1407				hypothetical protein
NIDNPDGF_01847	gene	651	fcl_3			
NIDNPDGF_01847	CDS	651	fcl_3	1.1.1.271	COG0451	GDP-L-fucose synthase
NIDNPDGF_01848	gene	372	rbfA			
NIDNPDGF_01848	CDS	372	rbfA			Ribosome-binding factor A
NIDNPDGF_01849	gene	2148	purL			
NIDNPDGF_01849	CDS	2148	purL	6.3.5.3	COG0046	Phosphoribosylformylglycinamidine synthase subunit PurL
NIDNPDGF_01850	gene	624				
NIDNPDGF_01850	CDS	624				hypothetical protein
NIDNPDGF_01851	gene	486				
NIDNPDGF_01851	CDS	486				hypothetical protein
NIDNPDGF_01852	gene	975				
NIDNPDGF_01852	CDS	975				hypothetical protein
NIDNPDGF_01853	gene	399				
NIDNPDGF_01853	CDS	399				hypothetical protein
NIDNPDGF_01854	gene	312				
NIDNPDGF_01854	CDS	312				hypothetical protein
NIDNPDGF_01855	gene	1545	cysG			
NIDNPDGF_01855	CDS	1545	cysG	4.99.1.4		Siroheme synthase
NIDNPDGF_01856	gene	369				
NIDNPDGF_01856	CDS	369				hypothetical protein
NIDNPDGF_01857	gene	957	polA			
NIDNPDGF_01857	CDS	957	polA	2.7.7.7	COG0258	DNA polymerase I, thermostable
NIDNPDGF_01858	gene	795	yfcA_2			
NIDNPDGF_01858	CDS	795	yfcA_2		COG0730	putative membrane transporter protein YfcA
NIDNPDGF_01859	gene	873				
NIDNPDGF_01859	CDS	873				hypothetical protein
NIDNPDGF_01860	gene	1251				
NIDNPDGF_01860	CDS	1251				hypothetical protein
NIDNPDGF_01861	gene	897	nadC			
NIDNPDGF_01861	CDS	897	nadC	2.4.2.19	COG0157	Nicotinate-nucleotide pyrophosphorylase [carboxylating]
NIDNPDGF_01862	gene	741	pyrH			
NIDNPDGF_01862	CDS	741	pyrH	2.7.4.22		Uridylate kinase
NIDNPDGF_01863	gene	312				
NIDNPDGF_01863	CDS	312			COG0776	DNA-binding protein HU
NIDNPDGF_01864	gene	819	hisS			
NIDNPDGF_01864	CDS	819	hisS	6.1.1.21	COG0124	Histidine--tRNA ligase
NIDNPDGF_01865	gene	186				
NIDNPDGF_01865	CDS	186				hypothetical protein
NIDNPDGF_01866	gene	1467				
NIDNPDGF_01866	CDS	1467				hypothetical protein
NIDNPDGF_01867	gene	519	murJ_2			
NIDNPDGF_01867	CDS	519	murJ_2		COG0728	putative lipid II flippase MurJ
NIDNPDGF_01868	gene	594				
NIDNPDGF_01868	CDS	594				hypothetical protein
NIDNPDGF_01869	gene	453				
NIDNPDGF_01869	CDS	453				hypothetical protein
NIDNPDGF_01870	gene	573	bciD			
NIDNPDGF_01870	CDS	573	bciD	1.17.98.2		Bacteriochlorophyllide c C-7(1)-hydroxylase
NIDNPDGF_01871	gene	669				
NIDNPDGF_01871	CDS	669				hypothetical protein
NIDNPDGF_01872	gene	1995				
NIDNPDGF_01872	CDS	1995				hypothetical protein
NIDNPDGF_01873	gene	195				
NIDNPDGF_01873	CDS	195				hypothetical protein
NIDNPDGF_01874	gene	495				
NIDNPDGF_01874	CDS	495				hypothetical protein
NIDNPDGF_01875	gene	600				
NIDNPDGF_01875	CDS	600				hypothetical protein
NIDNPDGF_01876	gene	1143				
NIDNPDGF_01876	CDS	1143				hypothetical protein
NIDNPDGF_01877	gene	972	glcK			
NIDNPDGF_01877	CDS	972	glcK	2.7.1.2	COG1940	Glucokinase
NIDNPDGF_01878	gene	618	gmhA_3			
NIDNPDGF_01878	CDS	618	gmhA_3	5.3.1.28	COG0279	Phosphoheptose isomerase
NIDNPDGF_01879	gene	891				
NIDNPDGF_01879	CDS	891				hypothetical protein
NIDNPDGF_01880	gene	813				
NIDNPDGF_01880	CDS	813				hypothetical protein
NIDNPDGF_01881	gene	711	cugP			
NIDNPDGF_01881	CDS	711	cugP	2.7.7.9		UTP--glucose-1-phosphate uridylyltransferase
NIDNPDGF_01882	gene	990				
NIDNPDGF_01882	CDS	990		5.1.3.2	COG1088	UDP-glucose 4-epimerase
NIDNPDGF_01883	gene	306				
NIDNPDGF_01883	CDS	306				hypothetical protein
NIDNPDGF_01884	gene	594				
NIDNPDGF_01884	CDS	594				hypothetical protein
NIDNPDGF_01885	gene	519				
NIDNPDGF_01885	CDS	519				hypothetical protein
NIDNPDGF_01886	gene	867				
NIDNPDGF_01886	CDS	867				hypothetical protein
NIDNPDGF_01887	gene	858	xerC_7			
NIDNPDGF_01887	CDS	858	xerC_7			Tyrosine recombinase XerC
NIDNPDGF_01888	gene	270	asd			
NIDNPDGF_01888	CDS	270	asd	1.2.1.11	COG0136	Aspartate-semialdehyde dehydrogenase
NIDNPDGF_01889	gene	1656				
NIDNPDGF_01889	CDS	1656				hypothetical protein
NIDNPDGF_01890	gene	273				
NIDNPDGF_01890	CDS	273				hypothetical protein
NIDNPDGF_01891	gene	534				
NIDNPDGF_01891	CDS	534				hypothetical protein
NIDNPDGF_01892	gene	1608	maeA			
NIDNPDGF_01892	CDS	1608	maeA	1.1.1.38	COG0281	NAD-dependent malic enzyme
NIDNPDGF_01893	gene	672				
NIDNPDGF_01893	CDS	672				hypothetical protein
NIDNPDGF_01894	gene	1893	bepA_7			
NIDNPDGF_01894	CDS	1893	bepA_7	3.4.-.-		Beta-barrel assembly-enhancing protease
NIDNPDGF_01895	gene	594				
NIDNPDGF_01895	CDS	594				hypothetical protein
NIDNPDGF_01896	gene	165				
NIDNPDGF_01896	CDS	165				hypothetical protein
NIDNPDGF_01897	gene	189				
NIDNPDGF_01897	CDS	189				hypothetical protein
NIDNPDGF_01898	gene	1626				
NIDNPDGF_01898	CDS	1626				hypothetical protein
NIDNPDGF_01899	gene	1191				
NIDNPDGF_01899	CDS	1191				hypothetical protein
NIDNPDGF_01900	gene	564				
NIDNPDGF_01900	CDS	564				hypothetical protein
NIDNPDGF_01901	gene	1866				
NIDNPDGF_01901	CDS	1866				hypothetical protein
NIDNPDGF_01902	gene	1473				
NIDNPDGF_01902	CDS	1473				hypothetical protein
NIDNPDGF_01903	gene	906				
NIDNPDGF_01903	CDS	906				hypothetical protein
NIDNPDGF_01904	gene	942				
NIDNPDGF_01904	CDS	942				hypothetical protein
NIDNPDGF_01905	gene	474				
NIDNPDGF_01905	CDS	474				hypothetical protein
NIDNPDGF_01906	gene	297				
NIDNPDGF_01906	CDS	297				hypothetical protein
NIDNPDGF_01907	gene	186				
NIDNPDGF_01907	CDS	186				hypothetical protein
NIDNPDGF_01908	gene	957	rlmL			
NIDNPDGF_01908	CDS	957	rlmL	2.1.1.264		Ribosomal RNA large subunit methyltransferase K/L
NIDNPDGF_01909	gene	504	oppF			
NIDNPDGF_01909	CDS	504	oppF		COG4608	Oligopeptide transport ATP-binding protein OppF
NIDNPDGF_01910	gene	696				
NIDNPDGF_01910	CDS	696				hypothetical protein
NIDNPDGF_01911	gene	534	cheW			
NIDNPDGF_01911	CDS	534	cheW		COG0835	Chemotaxis protein CheW
NIDNPDGF_01912	gene	876	uppP			
NIDNPDGF_01912	CDS	876	uppP	3.6.1.27		Undecaprenyl-diphosphatase
NIDNPDGF_01913	gene	876	dksA			
NIDNPDGF_01913	CDS	876	dksA			RNA polymerase-binding transcription factor DksA
NIDNPDGF_01914	gene	246				
NIDNPDGF_01914	CDS	246				hypothetical protein
NIDNPDGF_01915	gene	264	rpmB			
NIDNPDGF_01915	CDS	264	rpmB		COG0227	50S ribosomal protein L28
NIDNPDGF_01916	gene	201				
NIDNPDGF_01916	CDS	201				hypothetical protein
NIDNPDGF_01917	gene	537				
NIDNPDGF_01917	CDS	537				hypothetical protein
NIDNPDGF_01918	gene	1287	rsmI			
NIDNPDGF_01918	CDS	1287	rsmI	2.1.1.198		Ribosomal RNA small subunit methyltransferase I
NIDNPDGF_01919	gene	753	dapX			
NIDNPDGF_01919	CDS	753	dapX	2.6.1.-	COG0436	putative N-acetyl-LL-diaminopimelate aminotransferase
NIDNPDGF_01920	gene	507				
NIDNPDGF_01920	CDS	507				hypothetical protein
NIDNPDGF_01921	gene	1269				
NIDNPDGF_01921	CDS	1269		3.5.4.40	COG0402	Aminodeoxyfutalosine deaminase
NIDNPDGF_01922	gene	663	fabG_2			
NIDNPDGF_01922	CDS	663	fabG_2	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
NIDNPDGF_01923	gene	1110	mshA_6			
NIDNPDGF_01923	CDS	1110	mshA_6	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
NIDNPDGF_01924	gene	240				
NIDNPDGF_01924	CDS	240				hypothetical protein
NIDNPDGF_01925	gene	1164	rfbD			
NIDNPDGF_01925	CDS	1164	rfbD	5.4.99.9		UDP-galactopyranose mutase
NIDNPDGF_01926	gene	1068				
NIDNPDGF_01926	CDS	1068				hypothetical protein
NIDNPDGF_01927	gene	168				
NIDNPDGF_01927	CDS	168				hypothetical protein
NIDNPDGF_01928	gene	714	lolD_3			
NIDNPDGF_01928	CDS	714	lolD_3	3.6.3.-	COG1136	Lipoprotein-releasing system ATP-binding protein LolD
NIDNPDGF_01929	gene	963				
NIDNPDGF_01929	CDS	963				hypothetical protein
NIDNPDGF_01930	gene	1083				
NIDNPDGF_01930	CDS	1083				hypothetical protein
NIDNPDGF_01931	gene	1386	clpB			
NIDNPDGF_01931	CDS	1386	clpB		COG0542	Chaperone protein ClpB
NIDNPDGF_01932	gene	363				
NIDNPDGF_01932	CDS	363				hypothetical protein
NIDNPDGF_01933	gene	72				
NIDNPDGF_01933	tRNA	72				tRNA-Val(tac)
NIDNPDGF_01934	gene	738				
NIDNPDGF_01934	CDS	738				hypothetical protein
NIDNPDGF_01935	gene	1668				
NIDNPDGF_01935	CDS	1668				hypothetical protein
NIDNPDGF_01936	gene	153	ndvA			
NIDNPDGF_01936	CDS	153	ndvA	7.5.2.3	COG1132	Beta-(1-->2)glucan export ATP-binding/permease protein NdvA
NIDNPDGF_01937	gene	633	alkA			
NIDNPDGF_01937	CDS	633	alkA		COG0122	putative bifunctional transcriptional activator/DNA repair enzyme AlkA
NIDNPDGF_01938	gene	1149	garK			
NIDNPDGF_01938	CDS	1149	garK	2.7.1.165	COG1929	Glycerate 2-kinase
NIDNPDGF_01939	gene	477	xdhA			
NIDNPDGF_01939	CDS	477	xdhA	1.17.1.4	COG1529	Putative xanthine dehydrogenase molybdenum-binding subunit XdhA
NIDNPDGF_01940	gene	975	paoB			
NIDNPDGF_01940	CDS	975	paoB	1.2.99.6	COG1319	Aldehyde oxidoreductase FAD-binding subunit PaoB
NIDNPDGF_01941	gene	1473	ptsI			
NIDNPDGF_01941	CDS	1473	ptsI	2.7.3.9	COG1080	Phosphoenolpyruvate-protein phosphotransferase
NIDNPDGF_01942	gene	1389				
NIDNPDGF_01942	CDS	1389				hypothetical protein
NIDNPDGF_01943	gene	1269				
NIDNPDGF_01943	CDS	1269				hypothetical protein
NIDNPDGF_01944	gene	465				
NIDNPDGF_01944	CDS	465				hypothetical protein
NIDNPDGF_01945	gene	210				
NIDNPDGF_01945	CDS	210				hypothetical protein
NIDNPDGF_01946	gene	1062				
NIDNPDGF_01946	CDS	1062				hypothetical protein
NIDNPDGF_01947	gene	1362				
NIDNPDGF_01947	CDS	1362				hypothetical protein
NIDNPDGF_01948	gene	327				
NIDNPDGF_01948	CDS	327				hypothetical protein
NIDNPDGF_01949	gene	162				
NIDNPDGF_01949	CDS	162				hypothetical protein
NIDNPDGF_01950	gene	585	emrB			
NIDNPDGF_01950	CDS	585	emrB			Colistin resistance protein EmrB
NIDNPDGF_01951	gene	558	pal			
NIDNPDGF_01951	CDS	558	pal			Peptidoglycan-associated lipoprotein
NIDNPDGF_01952	gene	789	tolB			
NIDNPDGF_01952	CDS	789	tolB		COG0823	Tol-Pal system protein TolB
NIDNPDGF_01953	gene	1224				
NIDNPDGF_01953	CDS	1224				hypothetical protein
NIDNPDGF_01954	gene	777				
NIDNPDGF_01954	CDS	777				hypothetical protein
NIDNPDGF_01955	gene	660	mltC			
NIDNPDGF_01955	CDS	660	mltC	4.2.2.-		Membrane-bound lytic murein transglycosylase C
NIDNPDGF_01956	gene	1554	priA			
NIDNPDGF_01956	CDS	1554	priA	3.6.4.-	COG1198	Primosomal protein N'
